ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
6611,2014,HSV,MLB,HUNTSVILLE,AL,USA,MELBOURNE,FL,USA,US,C,401,0,0,10/1/2013 0:00,9/30/2014 0:00
6612,2014,HSV,MOB,HUNTSVILLE,AL,USA,MOBILE,AL,USA,DL,C,360,0,0,10/1/2013 0:00,9/30/2014 0:00
6613,2014,HSV,MSP,HUNTSVILLE,AL,USA,MINNEAPOLIS-ST.PAUL,MN,USA,DL,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
6614,2014,HSV,MSY,HUNTSVILLE,AL,USA,NEW ORLEANS,LA,USA,DL,C,375,0,0,10/1/2013 0:00,9/30/2014 0:00
6615,2014,HSV,OKC,HUNTSVILLE,AL,USA,OKLAHOMA CITY,OK,USA,AA,C,519,0,0,10/1/2013 0:00,9/30/2014 0:00
6616,2014,HSV,OMA,HUNTSVILLE,AL,USA,OMAHA,NE,USA,DL,C,427,0,0,10/1/2013 0:00,9/30/2014 0:00
6617,2014,HSV,ONT,HUNTSVILLE,AL,USA,LOS ANGELES,CA,USA,UA,C,356,0,0,10/1/2013 0:00,9/30/2014 0:00
6618,2014,HSV,PBI,HUNTSVILLE,AL,USA,WEST PALM BEACH,FL,USA,DL,C,401,0,0,10/1/2013 0:00,9/30/2014 0:00
6619,2014,HSV,PDX,HUNTSVILLE,AL,USA,PORTLAND,OR,USA,UA,C,143,0,0,10/1/2013 0:00,9/30/2014 0:00
6620,2014,HSV,PIT,HUNTSVILLE,AL,USA,PITTSBURGH,PA,USA,UA,C,254,0,0,10/1/2013 0:00,9/30/2014 0:00
6621,2014,HSV,PVD,HUNTSVILLE,AL,USA,PROVIDENCE,RI,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
6622,2014,HSV,RDU,HUNTSVILLE,AL,USA,RALEIGH-DURHAM,NC,USA,US,C,300,0,0,10/1/2013 0:00,9/30/2014 0:00
6624,2014,HSV,SAV,HUNTSVILLE,AL,USA,SAVANNAH,GA,USA,DL,C,400,0,0,10/1/2013 0:00,9/30/2014 0:00
6626,2014,HSV,SGF,HUNTSVILLE,AL,USA,SPRINGFIELD,MO,USA,DL,C,390,0,0,10/1/2013 0:00,9/30/2014 0:00
6627,2014,HSV,SJC,HUNTSVILLE,AL,USA,SAN JOSE,CA,USA,AA,C,457,0,0,10/1/2013 0:00,9/30/2014 0:00
6628,2014,HSV,SJU,HUNTSVILLE,AL,USA,SAN JUAN,PR,USA,DL,C,399,0,746,10/1/2013 0:00,9/30/2014 0:00
6629,2014,HSV,SMF,HUNTSVILLE,AL,USA,SACRAMENTO,CA,USA,AA,C,429,0,0,10/1/2013 0:00,9/30/2014 0:00
6630,2014,HSV,SNA,HUNTSVILLE,AL,USA,ORANGE COUNTY,CA,USA,UA,C,223,0,0,10/1/2013 0:00,9/30/2014 0:00
6632,2014,HSV,SYR,HUNTSVILLE,AL,USA,SYRACUSE,NY,USA,UA,C,228,0,0,10/1/2013 0:00,9/30/2014 0:00
6633,2014,HSV,TUL,HUNTSVILLE,AL,USA,TULSA,OK,USA,AA,C,336,0,0,10/1/2013 0:00,9/30/2014 0:00
6634,2014,HSV,VPS,HUNTSVILLE,AL,USA,FT. WALTON BEACH,FL,USA,DL,C,414,0,0,10/1/2013 0:00,9/30/2014 0:00
6636,2014,IAD,ICT,WASHINGTON,DC,USA,WICHITA,KS,USA,UA,C,157,0,0,10/1/2013 0:00,9/30/2014 0:00
6637,2014,IAD,IDA,WASHINGTON,DC,USA,IDAHO FALLS,ID,USA,UA,C,160,0,0,10/1/2013 0:00,9/30/2014 0:00
6638,2014,IAD,ISN,WASHINGTON,DC,USA,WILLISTON,ND,USA,DL,C,453,0,0,10/1/2013 0:00,9/30/2014 0:00
6639,2014,IAD,JAC,WASHINGTON,DC,USA,JACKSON HOLE,WY,USA,UA,C,113,0,0,10/1/2013 0:00,9/30/2014 0:00
6640,2014,IAD,LAN,WASHINGTON,DC,USA,LANSING,MI,USA,DL,C,413,0,0,10/1/2013 0:00,9/30/2014 0:00
6641,2014,IAD,LAW,WASHINGTON,DC,USA,LAWTON,OK,USA,AA,C,277,0,0,10/1/2013 0:00,9/30/2014 0:00
6642,2014,IAD,LEX,WASHINGTON,DC,USA,LEXINGTON,KY,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
6643,2014,IAD,LGB,WASHINGTON,DC,USA,LOS ANGELES,CA,USA,B6,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
6644,2014,IAD,LRD,WASHINGTON,DC,USA,LAREDO,TX,USA,UA,C,185,0,0,10/1/2013 0:00,9/30/2014 0:00
6645,2014,IAD,LSE,WASHINGTON,DC,USA,LA CROSSE,WI,USA,DL,C,484,0,0,10/1/2013 0:00,9/30/2014 0:00
6646,2014,IAD,MFE,WASHINGTON,DC,USA,MCALLEN,TX,USA,AA,C,455,0,0,10/1/2013 0:00,9/30/2014 0:00
6647,2014,IAD,MFR,WASHINGTON,DC,USA,MEDFORD,OR,USA,UA,C,123,0,0,10/1/2013 0:00,9/30/2014 0:00
6648,2014,IAD,MGM,WASHINGTON,DC,USA,MONTGOMERY,AL,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
6649,2014,IAD,MKE,WASHINGTON,DC,USA,MILWAUKEE,WI,USA,UA,C,290,0,0,10/1/2013 0:00,9/30/2014 0:00
6650,2014,IAD,MLI,WASHINGTON,DC,USA,MOLINE,IL,USA,UA,C,391,0,0,10/1/2013 0:00,9/30/2014 0:00
6651,2014,IAD,MOB,WASHINGTON,DC,USA,MOBILE,AL,USA,US,C,298,0,0,10/1/2013 0:00,9/30/2014 0:00
6652,2014,IAD,MOT,WASHINGTON,DC,USA,MINOT,ND,USA,DL,C,488,0,0,10/1/2013 0:00,9/30/2014 0:00
6653,2014,IAD,MSN,WASHINGTON,DC,USA,MADISON,WI,USA,UA,C,326,0,0,10/1/2013 0:00,9/30/2014 0:00
6654,2014,IAD,MSO,WASHINGTON,DC,USA,MISSOULA,MT,USA,DL,C,493,0,0,10/1/2013 0:00,9/30/2014 0:00
6656,2014,IAD,PBI,WASHINGTON,DC,USA,WEST PALM BEACH,FL,USA,DL,C,350,0,0,10/1/2013 0:00,9/30/2014 0:00
6657,2014,IAD,PSC,WASHINGTON,DC,USA,PASCO,WA,USA,UA,C,173,0,0,10/1/2013 0:00,9/30/2014 0:00
6658,2014,IAD,PSP,WASHINGTON,DC,USA,PALM SPRINGS,CA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6659,2014,IAD,RAP,WASHINGTON,DC,USA,RAPID CITY,SD,USA,UA,C,389,0,0,10/1/2013 0:00,9/30/2014 0:00
6660,2014,IAD,RNO,WASHINGTON,DC,USA,RENO,NV,USA,UA,C,346,0,0,10/1/2013 0:00,9/30/2014 0:00
6662,2014,IAD,RSW,WASHINGTON,DC,USA,FT. MYERS,FL,USA,US,C,429,0,0,10/1/2013 0:00,9/30/2014 0:00
6663,2014,IAD,SBA,WASHINGTON,DC,USA,SANTA BARBARA,CA,USA,UA,C,450,0,0,10/1/2013 0:00,9/30/2014 0:00
6664,2014,IAD,SBP,WASHINGTON,DC,USA,SAN LUIS OBISPO,CA,USA,UA,C,168,0,0,10/1/2013 0:00,9/30/2014 0:00
6665,2014,IAD,SGF,WASHINGTON,DC,USA,SPRINGFIELD,MO,USA,UA,C,103,0,0,10/1/2013 0:00,9/30/2014 0:00
6666,2014,IAD,SHV,WASHINGTON,DC,USA,SHREVEPORT,LA,USA,AA,C,368,0,0,10/1/2013 0:00,9/30/2014 0:00
6667,2014,IAD,SJT,WASHINGTON,DC,USA,SAN ANGELO,TX,USA,AA,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
6668,2014,IAD,SMX,WASHINGTON,DC,USA,SANTA MARIA,CA,USA,UA,C,198,0,0,10/1/2013 0:00,9/30/2014 0:00
6670,2014,IAD,STT,WASHINGTON,DC,USA,ST. THOMAS,VI,USA,DL,C,449,0,814,10/1/2013 0:00,9/30/2014 0:00
6671,2014,IAD,TLH,WASHINGTON,DC,USA,TALLAHASSEE,FL,USA,DL,C,419,0,0,10/1/2013 0:00,9/30/2014 0:00
6672,2014,IAD,YUM,WASHINGTON,DC,USA,YUMA,AZ,USA,UA,C,254,0,0,10/1/2013 0:00,9/30/2014 0:00
6673,2014,IAH,LSE,HOUSTON,TX,USA,LA CROSSE,WI,USA,AA,C,400,0,0,10/1/2013 0:00,9/30/2014 0:00
6674,2014,IAH,MDT,HOUSTON,TX,USA,HARRISBURG,PA,USA,AA,C,328,0,0,10/1/2013 0:00,9/30/2014 0:00
6675,2014,IAH,MGM,HOUSTON,TX,USA,MONTGOMERY,AL,USA,AA,C,283,0,0,10/1/2013 0:00,9/30/2014 0:00
6676,2014,IAH,MKE,HOUSTON,TX,USA,MILWAUKEE,WI,USA,AA,C,224,0,0,10/1/2013 0:00,9/30/2014 0:00
6677,2014,IAH,OAJ,HOUSTON,TX,USA,JACKSONVILLE,NC,USA,US,C,349,0,0,10/1/2013 0:00,9/30/2014 0:00
6678,2014,IAH,OAK,HOUSTON,TX,USA,SAN FRANCISCO,CA,USA,US,C,324,0,0,10/1/2013 0:00,9/30/2014 0:00
6679,2014,IAH,PHF,HOUSTON,TX,USA,NEWPORT NEWS,VA,USA,US,C,330,0,0,10/1/2013 0:00,9/30/2014 0:00
6680,2014,IAH,PVD,HOUSTON,TX,USA,PROVIDENCE,RI,USA,US,C,303,0,0,10/1/2013 0:00,9/30/2014 0:00
6681,2014,IAH,SYR,HOUSTON,TX,USA,SYRACUSE,NY,USA,AA,C,314,0,0,10/1/2013 0:00,9/30/2014 0:00
6682,2014,ICT,IND,WICHITA,KS,USA,INDIANAPOLIS,IN,USA,AA,C,307,0,0,10/1/2013 0:00,9/30/2014 0:00
6683,2014,ICT,JAX,WICHITA,KS,USA,JACKSONVILLE,FL,USA,DL,C,473,0,0,10/1/2013 0:00,9/30/2014 0:00
6684,2014,ICT,LAX,WICHITA,KS,USA,LOS ANGELES,CA,USA,AA,C,213,0,0,10/1/2013 0:00,9/30/2014 0:00
6685,2014,ICT,LSE,WICHITA,KS,USA,LA CROSSE,WI,USA,DL,C,334,0,0,10/1/2013 0:00,9/30/2014 0:00
6686,2014,ICT,MCO,WICHITA,KS,USA,ORLANDO,FL,USA,WN,C,128,0,0,10/1/2013 0:00,9/30/2014 0:00
6687,2014,ICT,MGM,WICHITA,KS,USA,MONTGOMERY,AL,USA,DL,C,484,0,0,10/1/2013 0:00,9/30/2014 0:00
6688,2014,ICT,ONT,WICHITA,KS,USA,LOS ANGELES,CA,USA,WN,C,330,0,0,10/1/2013 0:00,9/30/2014 0:00
6690,2014,ICT,PHL,WICHITA,KS,USA,PHILADELPHIA,PA,USA,WN,C,180,0,0,10/1/2013 0:00,9/30/2014 0:00
6691,2014,ICT,PHX,WICHITA,KS,USA,PHOENIX/SCOTTSDALE,AZ,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
6692,2014,ICT,RDU,WICHITA,KS,USA,RALEIGH-DURHAM,NC,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6693,2014,ICT,RIC,WICHITA,KS,USA,RICHMOND,VA,USA,UA,C,194,0,0,10/1/2013 0:00,9/30/2014 0:00
6694,2014,ICT,SAN,WICHITA,KS,USA,SAN DIEGO,CA,USA,AA,C,226,0,0,10/1/2013 0:00,9/30/2014 0:00
6695,2014,ICT,SAT,WICHITA,KS,USA,SAN ANTONIO,TX,USA,WN,C,258,0,0,10/1/2013 0:00,9/30/2014 0:00
6696,2014,ICT,SDF,WICHITA,KS,USA,LOUISVILLE,KY,USA,UA,C,129,0,0,10/1/2013 0:00,9/30/2014 0:00
6697,2014,ICT,SEA,WICHITA,KS,USA,SEATTLE-TACOMA,WA,USA,DL,C,486,0,0,10/1/2013 0:00,9/30/2014 0:00
6698,2014,ICT,SFO,WICHITA,KS,USA,SAN FRANCISCO,CA,USA,UA,C,322,0,0,10/1/2013 0:00,9/30/2014 0:00
6700,2014,ICT,SMF,WICHITA,KS,USA,SACRAMENTO,CA,USA,AA,C,262,0,0,10/1/2013 0:00,9/30/2014 0:00
6701,2014,ICT,SNA,WICHITA,KS,USA,ORANGE COUNTY,CA,USA,AA,C,283,0,0,10/1/2013 0:00,9/30/2014 0:00
6702,2014,ICT,STL,WICHITA,KS,USA,ST. LOUIS,MO,USA,DL,C,395,0,0,10/1/2013 0:00,9/30/2014 0:00
6703,2014,ICT,TPA,WICHITA,KS,USA,TAMPA,FL,USA,AA,C,201,0,0,10/1/2013 0:00,9/30/2014 0:00
6704,2014,ICT,VPS,WICHITA,KS,USA,FT. WALTON BEACH,FL,USA,UA,C,184,0,0,10/1/2013 0:00,9/30/2014 0:00
6705,2014,IDA,PDX,IDAHO FALLS,ID,USA,PORTLAND,OR,USA,DL,C,472,0,0,10/1/2013 0:00,9/30/2014 0:00
6706,2014,IDA,SEA,IDAHO FALLS,ID,USA,SEATTLE-TACOMA,WA,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
6707,2014,ILM,JAX,WILMINGTON,NC,USA,JACKSONVILLE,FL,USA,US,C,404,0,0,10/1/2013 0:00,9/30/2014 0:00
6708,2014,ILM,LAS,WILMINGTON,NC,USA,LAS VEGAS,NV,USA,US,C,480,0,0,10/1/2013 0:00,9/30/2014 0:00
6709,2014,ILM,LAX,WILMINGTON,NC,USA,LOS ANGELES,CA,USA,US,C,405,0,0,10/1/2013 0:00,9/30/2014 0:00
6710,2014,ILM,LGA,WILMINGTON,NC,USA,NEW YORK,NY,USA,US,C,340,0,0,10/1/2013 0:00,9/30/2014 0:00
6711,2014,ILM,MSY,WILMINGTON,NC,USA,NEW ORLEANS,LA,USA,US,C,243,0,0,10/1/2013 0:00,9/30/2014 0:00
6712,2014,ILM,SAN,WILMINGTON,NC,USA,SAN DIEGO,CA,USA,DL,C,432,0,0,10/1/2013 0:00,9/30/2014 0:00
6713,2014,ILM,SFO,WILMINGTON,NC,USA,SAN FRANCISCO,CA,USA,US,C,404,0,0,10/1/2013 0:00,9/30/2014 0:00
6714,2014,ILM,STL,WILMINGTON,NC,USA,ST. LOUIS,MO,USA,US,C,293,0,0,10/1/2013 0:00,9/30/2014 0:00
6715,2014,ILM,TPA,WILMINGTON,NC,USA,TAMPA,FL,USA,US,C,256,0,0,10/1/2013 0:00,9/30/2014 0:00
6716,2014,IND,JAN,INDIANAPOLIS,IN,USA,JACKSON,MS,USA,DL,C,443,0,0,10/1/2013 0:00,9/30/2014 0:00
6717,2014,IND,LAW,INDIANAPOLIS,IN,USA,LAWTON,OK,USA,AA,C,273,0,0,10/1/2013 0:00,9/30/2014 0:00
6718,2014,IND,LIT,INDIANAPOLIS,IN,USA,LITTLE ROCK,AR,USA,AA,C,270,0,0,10/1/2013 0:00,9/30/2014 0:00
6719,2014,IND,LSE,INDIANAPOLIS,IN,USA,LA CROSSE,WI,USA,AA,C,358,0,0,10/1/2013 0:00,9/30/2014 0:00
6720,2014,IND,MDT,INDIANAPOLIS,IN,USA,HARRISBURG,PA,USA,AA,C,198,0,0,10/1/2013 0:00,9/30/2014 0:00
6721,2014,IND,MGM,INDIANAPOLIS,IN,USA,MONTGOMERY,AL,USA,US,C,366,0,0,10/1/2013 0:00,9/30/2014 0:00
6722,2014,IND,MHT,INDIANAPOLIS,IN,USA,MANCHESTER,NH,USA,UA,C,222,0,0,10/1/2013 0:00,9/30/2014 0:00
6723,2014,IND,MKE,INDIANAPOLIS,IN,USA,MILWAUKEE,WI,USA,UA,C,136,0,0,10/1/2013 0:00,9/30/2014 0:00
6724,2014,IND,MLI,INDIANAPOLIS,IN,USA,MOLINE,IL,USA,AA,C,248,0,0,10/1/2013 0:00,9/30/2014 0:00
6725,2014,IND,MOB,INDIANAPOLIS,IN,USA,MOBILE,AL,USA,DL,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
6726,2014,IND,MSN,INDIANAPOLIS,IN,USA,MADISON,WI,USA,UA,C,159,0,0,10/1/2013 0:00,9/30/2014 0:00
6727,2014,IND,MSY,INDIANAPOLIS,IN,USA,NEW ORLEANS,LA,USA,UA,C,192,0,0,10/1/2013 0:00,9/30/2014 0:00
6728,2014,IND,OAJ,INDIANAPOLIS,IN,USA,JACKSONVILLE,NC,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
6729,2014,IND,OMA,INDIANAPOLIS,IN,USA,OMAHA,NE,USA,UA,C,147,0,0,10/1/2013 0:00,9/30/2014 0:00
6730,2014,IND,ONT,INDIANAPOLIS,IN,USA,LOS ANGELES,CA,USA,AA,C,283,0,0,10/1/2013 0:00,9/30/2014 0:00
6731,2014,IND,PHF,INDIANAPOLIS,IN,USA,NEWPORT NEWS,VA,USA,US,C,238,0,0,10/1/2013 0:00,9/30/2014 0:00
6732,2014,IND,PIT,INDIANAPOLIS,IN,USA,PITTSBURGH,PA,USA,DL,C,397,0,0,10/1/2013 0:00,9/30/2014 0:00
6733,2014,IND,PNS,INDIANAPOLIS,IN,USA,PENSACOLA,FL,USA,US,C,382,0,0,10/1/2013 0:00,9/30/2014 0:00
6734,2014,IND,PSP,INDIANAPOLIS,IN,USA,PALM SPRINGS,CA,USA,US,C,291,0,0,10/1/2013 0:00,9/30/2014 0:00
6735,2014,IND,SFO,INDIANAPOLIS,IN,USA,SAN FRANCISCO,CA,USA,AA,C,209,0,0,10/1/2013 0:00,9/30/2014 0:00
6736,2014,IND,SJC,INDIANAPOLIS,IN,USA,SAN JOSE,CA,USA,UA,C,104,0,0,10/1/2013 0:00,9/30/2014 0:00
6737,2014,IND,SJU,INDIANAPOLIS,IN,USA,SAN JUAN,PR,USA,DL,C,308,0,0,10/1/2013 0:00,9/30/2014 0:00
6738,2014,IND,SMF,INDIANAPOLIS,IN,USA,SACRAMENTO,CA,USA,AA,C,231,0,0,10/1/2013 0:00,9/30/2014 0:00
6739,2014,IND,STL,INDIANAPOLIS,IN,USA,ST. LOUIS,MO,USA,DL,C,311,0,0,10/1/2013 0:00,9/30/2014 0:00
6740,2014,IND,SYR,INDIANAPOLIS,IN,USA,SYRACUSE,NY,USA,UA,C,157,0,0,10/1/2013 0:00,9/30/2014 0:00
6741,2014,IND,TUL,INDIANAPOLIS,IN,USA,TULSA,OK,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
6742,2014,IND,TUS,INDIANAPOLIS,IN,USA,TUCSON,AZ,USA,UA,C,167,0,0,10/1/2013 0:00,9/30/2014 0:00
6743,2014,IND,VPS,INDIANAPOLIS,IN,USA,FT. WALTON BEACH,FL,USA,US,C,397,0,0,10/1/2013 0:00,9/30/2014 0:00
6744,2014,ITO,KOA,HILO,HI,USA,KONA,HI,USA,HA,C,320,0,0,10/1/2013 0:00,9/30/2014 0:00
6745,2014,ITO,LIH,HILO,HI,USA,KAUAI,HI,USA,HA,C,160,0,0,10/1/2013 0:00,9/30/2014 0:00
6746,2014,JAN,JAX,JACKSON,MS,USA,JACKSONVILLE,FL,USA,DL,C,464,0,0,10/1/2013 0:00,9/30/2014 0:00
6747,2014,JAN,LAS,JACKSON,MS,USA,LAS VEGAS,NV,USA,UA,C,281,0,0,10/1/2013 0:00,9/30/2014 0:00
6748,2014,JAN,LAX,JACKSON,MS,USA,LOS ANGELES,CA,USA,AA,C,327,0,0,10/1/2013 0:00,9/30/2014 0:00
6749,2014,JAN,LGA,JACKSON,MS,USA,NEW YORK,NY,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6750,2014,JAN,LSE,JACKSON,MS,USA,LA CROSSE,WI,USA,DL,C,460,0,0,10/1/2013 0:00,9/30/2014 0:00
6751,2014,JAN,MCI,JACKSON,MS,USA,KANSAS CITY,MO,USA,AA,C,386,0,0,10/1/2013 0:00,9/30/2014 0:00
6752,2014,JAN,MDT,JACKSON,MS,USA,HARRISBURG,PA,USA,US,C,333,0,0,10/1/2013 0:00,9/30/2014 0:00
6754,2014,JAN,MIA,JACKSON,MS,USA,MIAMI,FL,USA,DL,C,484,0,0,10/1/2013 0:00,9/30/2014 0:00
6755,2014,JAN,MLI,JACKSON,MS,USA,MOLINE,IL,USA,DL,C,424,0,0,10/1/2013 0:00,9/30/2014 0:00
6756,2014,JAN,MSP,JACKSON,MS,USA,MINNEAPOLIS-ST.PAUL,MN,USA,AA,C,332,0,0,10/1/2013 0:00,9/30/2014 0:00
6757,2014,JAN,OKC,JACKSON,MS,USA,OKLAHOMA CITY,OK,USA,AA,C,260,0,0,10/1/2013 0:00,9/30/2014 0:00
6758,2014,JAN,ONT,JACKSON,MS,USA,LOS ANGELES,CA,USA,AA,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
6759,2014,JAN,ORF,JACKSON,MS,USA,NORFOLK,VA,USA,US,C,329,0,0,10/1/2013 0:00,9/30/2014 0:00
6760,2014,JAN,PDX,JACKSON,MS,USA,PORTLAND,OR,USA,UA,C,160,0,0,10/1/2013 0:00,9/30/2014 0:00
6761,2014,JAN,PHL,JACKSON,MS,USA,PHILADELPHIA,PA,USA,US,C,291,0,0,10/1/2013 0:00,9/30/2014 0:00
6762,2014,JAN,PHX,JACKSON,MS,USA,PHOENIX/SCOTTSDALE,AZ,USA,UA,C,106,0,0,10/1/2013 0:00,9/30/2014 0:00
6763,2014,JAN,PIT,JACKSON,MS,USA,PITTSBURGH,PA,USA,US,C,304,0,0,10/1/2013 0:00,9/30/2014 0:00
6764,2014,JAN,RDU,JACKSON,MS,USA,RALEIGH-DURHAM,NC,USA,US,C,293,0,0,10/1/2013 0:00,9/30/2014 0:00
6765,2014,JAN,RIC,JACKSON,MS,USA,RICHMOND,VA,USA,US,C,412,0,0,10/1/2013 0:00,9/30/2014 0:00
6766,2014,JAN,RNO,JACKSON,MS,USA,RENO,NV,USA,AA,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
6767,2014,JAN,SAN,JACKSON,MS,USA,SAN DIEGO,CA,USA,UA,C,295,0,0,10/1/2013 0:00,9/30/2014 0:00
6768,2014,JAN,SAT,JACKSON,MS,USA,SAN ANTONIO,TX,USA,AA,C,205,0,0,10/1/2013 0:00,9/30/2014 0:00
6769,2014,JAN,SAV,JACKSON,MS,USA,SAVANNAH,GA,USA,US,C,459,0,0,10/1/2013 0:00,9/30/2014 0:00
6770,2014,JAN,SDF,JACKSON,MS,USA,LOUISVILLE,KY,USA,DL,C,452,0,0,10/1/2013 0:00,9/30/2014 0:00
6771,2014,JAN,SEA,JACKSON,MS,USA,SEATTLE-TACOMA,WA,USA,AA,C,267,0,0,10/1/2013 0:00,9/30/2014 0:00
6772,2014,JAN,SFO,JACKSON,MS,USA,SAN FRANCISCO,CA,USA,AA,C,275,0,0,10/1/2013 0:00,9/30/2014 0:00
6773,2014,JAN,SJC,JACKSON,MS,USA,SAN JOSE,CA,USA,UA,C,139,0,0,10/1/2013 0:00,9/30/2014 0:00
6774,2014,JAN,SJU,JACKSON,MS,USA,SAN JUAN,PR,USA,DL,C,529,0,742,10/1/2013 0:00,9/30/2014 0:00
6775,2014,JAN,SLC,JACKSON,MS,USA,SALT LAKE CITY,UT,USA,AA,C,428,0,0,10/1/2013 0:00,9/30/2014 0:00
6776,2014,JAN,SMF,JACKSON,MS,USA,SACRAMENTO,CA,USA,UA,C,147,0,0,10/1/2013 0:00,9/30/2014 0:00
6778,2014,JAN,TPA,JACKSON,MS,USA,TAMPA,FL,USA,DL,C,443,0,0,10/1/2013 0:00,9/30/2014 0:00
6779,2014,JAN,TUL,JACKSON,MS,USA,TULSA,OK,USA,AA,C,309,0,0,10/1/2013 0:00,9/30/2014 0:00
6780,2014,JAN,TUS,JACKSON,MS,USA,TUCSON,AZ,USA,AA,C,459,0,0,10/1/2013 0:00,9/30/2014 0:00
6781,2014,JAN,XNA,JACKSON,MS,USA,FAYETTEVILLE,AR,USA,DL,C,375,0,0,10/1/2013 0:00,9/30/2014 0:00
6782,2014,JAX,LBB,JACKSONVILLE,FL,USA,LUBBOCK,TX,USA,UA,C,151,0,0,10/1/2013 0:00,9/30/2014 0:00
6783,2014,JAX,LEX,JACKSONVILLE,FL,USA,LEXINGTON,KY,USA,US,C,339,0,0,10/1/2013 0:00,9/30/2014 0:00
6784,2014,JAX,LIT,JACKSONVILLE,FL,USA,LITTLE ROCK,AR,USA,US,C,312,0,0,10/1/2013 0:00,9/30/2014 0:00
6786,2014,JAX,LSE,JACKSONVILLE,FL,USA,LA CROSSE,WI,USA,AA,C,459,0,0,10/1/2013 0:00,9/30/2014 0:00
6787,2014,JAX,MCI,JACKSONVILLE,FL,USA,KANSAS CITY,MO,USA,AA,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
6788,2014,JAX,MDT,JACKSONVILLE,FL,USA,HARRISBURG,PA,USA,UA,C,211,0,0,10/1/2013 0:00,9/30/2014 0:00
6790,2014,JAX,MFE,JACKSONVILLE,FL,USA,MCALLEN,TX,USA,UA,C,142,0,0,10/1/2013 0:00,9/30/2014 0:00
6791,2014,JAX,MGM,JACKSONVILLE,FL,USA,MONTGOMERY,AL,USA,DL,C,376,0,0,10/1/2013 0:00,9/30/2014 0:00
6792,2014,JAX,MHT,JACKSONVILLE,FL,USA,MANCHESTER,NH,USA,WN,C,214,0,0,10/1/2013 0:00,9/30/2014 0:00
6793,2014,JAX,MKE,JACKSONVILLE,FL,USA,MILWAUKEE,WI,USA,UA,C,212,0,0,10/1/2013 0:00,9/30/2014 0:00
6794,2014,JAX,MOB,JACKSONVILLE,FL,USA,MOBILE,AL,USA,DL,C,408,0,0,10/1/2013 0:00,9/30/2014 0:00
6795,2014,JAX,MOT,JACKSONVILLE,FL,USA,MINOT,ND,USA,DL,C,573,0,0,10/1/2013 0:00,9/30/2014 0:00
6797,2014,JAX,OAJ,JACKSONVILLE,FL,USA,JACKSONVILLE,NC,USA,US,C,404,0,0,10/1/2013 0:00,9/30/2014 0:00
6798,2014,JAX,OMA,JACKSONVILLE,FL,USA,OMAHA,NE,USA,AA,C,351,0,0,10/1/2013 0:00,9/30/2014 0:00
6800,2014,JAX,PDX,JACKSONVILLE,FL,USA,PORTLAND,OR,USA,AA,C,356,0,0,10/1/2013 0:00,9/30/2014 0:00
6801,2014,JAX,PHF,JACKSONVILLE,FL,USA,NEWPORT NEWS,VA,USA,US,C,300,0,0,10/1/2013 0:00,9/30/2014 0:00
6802,2014,JAX,PHX,JACKSONVILLE,FL,USA,PHOENIX/SCOTTSDALE,AZ,USA,AA,C,210,0,0,10/1/2013 0:00,9/30/2014 0:00
6804,2014,JAX,PWM,JACKSONVILLE,FL,USA,PORTLAND,ME,USA,UA,C,217,0,0,10/1/2013 0:00,9/30/2014 0:00
6805,2014,JAX,RDU,JACKSONVILLE,FL,USA,RALEIGH-DURHAM,NC,USA,WN,C,178,0,0,10/1/2013 0:00,9/30/2014 0:00
6807,2014,JAX,ROW,JACKSONVILLE,FL,USA,ROSWELL,NM,USA,AA,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
6808,2014,JAX,SDF,JACKSONVILLE,FL,USA,LOUISVILLE,KY,USA,WN,C,255,0,0,10/1/2013 0:00,9/30/2014 0:00
6809,2014,JAX,SGF,JACKSONVILLE,FL,USA,SPRINGFIELD,MO,USA,DL,C,484,0,0,10/1/2013 0:00,9/30/2014 0:00
